코드,업체명,제품명,단위,수리일자,약효분류,적응증,축종명칭
100014-A-0031,성원,내추럴 비타C,KG,2012-05-10,HB13101A231,비타민 C,닭/소/돼지
100095-A-0125,크린피스,펫앤피플비타민캡슐 삼푸린스(시크릿아로마향),L,2012-05-03,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0126,크린피스,펫앤피플비타민캡슐 삼푸린스(베이비파우더향),L,2012-05-03,KC20100B131,세척용샴푸,개/강아지/고양이
100098-A-0200,포켄스,포켄스 탈취제 - 은은한 베이비파우더향,L,2012-05-03,KC80003B131,애완동물악취제거제,개/강아지/고양이
100114-A-0122,로쎄앙,피토케어 이어 클리너,L,2012-05-03,KC60100L131,귀세척제,강아지/고양이/개
100186-A-0016,해밀,뉴미라클 후레쉬 린스전용,KG,2012-05-03,KC20300L131,린스,개/강아지/고양이
100033-A-0026,코미팜,아이지-업,KG,2012-05-02,DA29304B111,클로스트리디움+유산균+간균,소
100003-A-0017,대한뉴팜,채움 1 블럭,KG,2012-04-24,HZ22901A151,기타영양공급약,말/소/사슴/면양/산양
100003-A-0018,대한뉴팜,채움 2 블럭,KG,2012-04-24,HZ22901A151,기타영양공급약,말/소/산양/면양/사슴
200214-A-0133,펫트코리아,조익 퍼메이크 샴푸 N,L,2012-04-24,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0134,펫트코리아,조익 퍼메이크 컨디셔너 N,L,2012-04-24,KC20300B132,린스,개/강아지/고양이
100016-A-0040,삼우메디안,삼우 비오그린-E,KG,2012-04-23,DA29307A231,연쇄상구균+간균+유산균,소/돼지/닭
100114-A-0121,로쎄앙,피토케어 컨디셔너,L,2012-04-23,KC40200L131,코팅제,개/강아지/고양이
100186-A-0012,해밀,울트라 퍼펙트 샴푸전용,KG,2012-04-16,KC20100L121,세척용샴푸,개/강아지
100186-A-0013,해밀,울트라 퍼펙트 일반 샴푸 린스,KG,2012-04-16,KC20100L121,세척용샴푸,개/강아지
100186-A-0014,해밀,울트라 퍼펙트 화이트 샴푸 린스,KG,2012-04-16,KC20100L121,세척용샴푸,개/강아지
100186-A-0015,해밀,울트라 퍼펙트 베이비 샴푸 린스,KG,2012-04-16,KC20100L121,세척용샴푸,개/강아지
200214-A-0132,펫트코리아,엠＆씨 이지 덴탈 케어 리퀴드,L,2012-04-10,KC10001B132,구중청량제,강아지/개/고양이
100003-A-0016,대한뉴팜,비오트롤 산,KG,2012-04-06,DA29430A171,유산균+간균+구균+효모,돼지/소/닭/말/개/강아지/고양이
100114-A-0120,로쎄앙,브이아이피도그 닥터케어 샴푸,KG,2012-04-06,KC20100L121,세척용샴푸,개/강아지
100009-A-0043,진우약품,히트-스트레스(산),KG,2012-04-03,HZ12901A131,기타영양공급약,소/돼지/닭
100009-A-0044,진우약품,모유락-플러스,KG,2012-04-03,HZ22901A131,기타영양공급약,소/돼지/닭
100192-A-0002,케이앤제이씨,펫아이 드롭,L,2012-04-03,KC60200B131,눈세척제,개/강아지/고양이
100006-A-0031,고려비엔피,바이오-F,KG,2012-03-30,DA10101A131,사카로마이세스,소/돼지/닭
100011-A-0004,대성미생물연구소,비타골드 슈퍼(수출용),KG,2012-03-23,HZ22901B231,기타영양공급약,소/돼지/닭
100018-A-0054,이화팜텍,해드림 AS믹스,KG,2012-03-23,HZ22901A111,기타영양공급약,돼지
100114-A-0118,로쎄앙,헬로도기 노블 바르는 치약,KG,2012-03-23,KC12001O131,치약,개/강아지/고양이
100016-A-0039,삼우메디안,씨-스타 200,KG,2012-03-22,HB13101A231,비타민 C,소/돼지/닭
100025-A-0016,한동,바이오웰 에스,KG,2012-03-22,DA22103A131,바실러스서브틸리스,소/돼지/닭
200214-A-0119,펫트코리아,조익 N 쇼트샴푸,L,2012-03-21,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0120,펫트코리아,조익 N 쇼트린스,L,2012-03-21,KC20300B132,린스,개/강아지/고양이
200214-A-0121,펫트코리아,조익 N 롱샴푸,L,2012-03-21,KC20100B132,세척용샴푸,강아지/개/고양이
200214-A-0122,펫트코리아,조익 N 롱린스,L,2012-03-21,KC20300B132,린스,개/강아지/고양이
200214-A-0123,펫트코리아,조익 N 퍼피돌샴푸,L,2012-03-21,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0124,펫트코리아,조익 N 퍼피돌 린스,L,2012-03-21,KC20300B132,린스,개/강아지/고양이
200214-A-0125,펫트코리아,조익 N 화이트닝 샴푸,L,2012-03-21,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0126,펫트코리아,조익 N 화이트닝 린스,L,2012-03-21,KC20300B132,린스,개/강아지/고양이
200214-A-0127,펫트코리아,조익 디오더런트 샴푸,L,2012-03-21,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0128,펫트코리아,조익 디오더런트 컨디셔너,L,2012-03-21,KC20300B132,린스,개/강아지/고양이
200214-A-0129,펫트코리아,조익 퀵하프 트리트먼트 인 샴푸 성견용,L,2012-03-21,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0130,펫트코리아,조익 퀵하프 트리트먼트 인 샴푸 강아지용,L,2012-03-21,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0131,펫트코리아,조익 수퍼클렌징,L,2012-03-21,KC20100B132,세척용샴푸,개/강아지/고양이
200214-A-0118,펫트코리아,엠＆씨 어드밴스드 치약＆칫솔,KG,2012-03-16,KC12001B132,치약,개/고양이/강아지
100018-A-0053,이화팜텍,유한 엘비씨에스씨-에스,KG,2012-03-12,DA29203A131,연쇄상구균+효모,소/돼지/닭
100127-A-0135,펫퍼스,펫퍼스 애견용 피톤치드 탈취제-플로랄향,L,2012-03-12,KC80003B121,애완동물악취제거제,개/강아지
100127-A-0136,펫퍼스,펫퍼스 애견용 피톤치드 항균탈취제-라벤다향,L,2012-03-12,KC80003B121,애완동물악취제거제,개/강아지
100127-A-0137,펫퍼스,펫퍼스 애견용 피톤치드 탈취제-백합향,L,2012-03-12,KC80003B121,애완동물악취제거제,개/강아지
100025-A-0015,한동,카프 아이지 에프,KG,2012-02-28,DA29207H111,간균+클로스트리디움,소
100026-A-0004,우진비앤지,스포아자임,KG,2012-02-28,DA22103A131,바실러스서브틸리스,소/돼지/닭
100026-A-0005,우진비앤지,프로비온-포르테,KG,2012-02-28,DA22103A131,바실러스서브틸리스,소/돼지/닭
100186-A-0009,해밀,미라클 후레쉬 비듬방지 샴푸,KG,2012-02-28,KC20100B121,세척용샴푸,개/강아지
100186-A-0010,해밀,미라클 C-ART 고양이용 일반샴푸,KG,2012-02-28,KC20100L111,세척용샴푸,고양이
100186-A-0011,해밀,미라클 C-ART 고양이용 벼룩진드기 예방 샴푸,KG,2012-02-28,KC20100L111,세척용샴푸,고양이
100186-A-0008,해밀,미라클 후레쉬 벼룩진드기 예방 샴푸,KG,2012-02-27,KC20100L131,세척용샴푸,개/강아지/고양이
100025-A-0014,한동,아다폰 에프지,KG,2012-02-23,DA22103A131,바실러스서브틸리스,소/돼지/닭
100004-A-0004,에스비신일,바이오톱-SC,KG,2012-02-17,DA22103A131,바실러스서브틸리스,돼지/소/닭
100192-A-0001,케이앤제이씨,펫아이,L,2012-02-17,KC60200B131,눈세척제,개/강아지/고양이
100114-A-0117,로쎄앙,벨버드 이어 파우더,KG,2012-02-15,KC60100A121,귀세척제,개/강아지
100115-A-0058,이엘티사이언스,이뮤노그린,KG,2012-02-15,HZ12901A131,기타영양공급약,소/돼지/닭
100003-A-0014,대한뉴팜,이섹포르테-엘,L,2012-02-13,HB83001B141,비타민 A/D3/E,소/돼지/닭/토끼
100003-A-0015,대한뉴팜,이섹포르테-셀,L,2012-02-13,HZ22901B111,기타영양공급약,닭
100033-A-0025,코미팜,이뮤노비타 알파,KG,2012-02-09,HB12101A131,비타민 B1,소/돼지/닭
200270-A-0033,비손에이에이치,더모센트 바이오 밤,L,2012-02-09,KC90001G132,애완동물용보습제,개/강아지/고양이
200022-A-0622,한국동물약품공업협동조합,이어클렌징리퀴드(애견용귀세정제),L,2012-02-07,KC60100B122,귀세척제,개/강아지
200022-A-0623,한국동물약품공업협동조합,아이 린스(애견용 눈세정제),L,2012-02-07,KC60200B132,눈세척제,개/강아지/고양이
200022-A-0624,한국동물약품공업협동조합,엔자이매틱투스페이스(애견용치약),KG,2012-02-07,KC12001O122,치약,개/강아지
100018-A-0052,이화팜텍,이화 AD3E 액,L,2012-01-30,HB83001B131,비타민 A/D3/E,닭/돼지/소
100127-A-0134,펫퍼스,리미티드 소동물용 샴푸,L,2012-01-20,KC20100B121,세척용샴푸,개/강아지
200214-A-0117,펫트코리아,트로피클린 후레쉬 브레쓰 리퀴드플로스,L,2012-01-19,KC10001B122,구중청량제,개/강아지
100115-A-0057,이엘티사이언스,바이오포스,KG,2012-01-10,DA29204A151,유산균+간균,소/돼지/닭/개/오리
100114-A-0116,로쎄앙,베지터블 펫 샴푸&린스 베이비파우더향,KG,2011-12-28,KC20100L121,세척용샴푸,개/강아지
100004-A-0002,에스비신일,이뮤노헬스-SB,KG,2011-12-27,DA22103A121,바실러스서브틸리스,소/돼지
100004-A-0003,에스비신일,이뮤노카프,KG,2011-12-27,DA22103B111,바실러스서브틸리스,소
100006-A-0030,고려비엔피,스탠드업,L,2011-12-21,HZ21001B111,전해질교정약,산양
100033-A-0024,코미팜,이뮤노비타,KG,2011-12-21,HZ22101A131,비타민공급약,소/돼지/닭
100115-A-0056,이엘티사이언스,디-에이드,L,2011-12-21,DA22103B121,바실러스서브틸리스,돼지
100189-A-0004,케어사이드,하이모리트 샴푸-일반용,L,2011-12-21,KC20100B121,세척용샴푸,개/강아지
100189-A-0005,케어사이드,하이모리트 샴푸-장모용,L,2011-12-21,KC20100B121,세척용샴푸,개/강아지
100189-A-0006,케어사이드,하이모리트 샴푸-단모용,L,2011-12-21,KC20100B121,세척용샴푸,개/강아지
100189-A-0007,케어사이드,하이모리트 컨디셔너,L,2011-12-21,KC40200B121,코팅제,개/강아지
200214-A-0109,펫트코리아,오트밀 내츄럴 비타민 인리치 샴푸,L,2011-12-16,KC20100B122,세척용샴푸,개/강아지
200214-A-0110,펫트코리아,오트밀 내츄럴 디오더라이징 샴푸,L,2011-12-16,KC20100B122,세척용샴푸,개/강아지
200214-A-0111,펫트코리아,오트밀 내츄럴 더마실크 컨디셔너,L,2011-12-16,KC40200B122,코팅제,개/강아지
200214-A-0113,펫트코리아,오트밀 내츄럴 젠틀 퍼피 샴푸,L,2011-12-16,KC20100B122,세척용샴푸,개/강아지
200214-A-0114,펫트코리아,오트밀 내츄럴 인섹트 가드 샴푸,L,2011-12-16,KC20100B122,세척용샴푸,개/강아지
200214-A-0115,펫트코리아,오트밀 내츄럴 쉐드 컨트롤 샴푸,L,2011-12-16,KC20100B122,세척용샴푸,개/강아지
200214-A-0116,펫트코리아,오트밀 내츄럴 포앤원 샴푸,L,2011-12-16,KC20100B122,세척용샴푸,개/강아지
100095-A-0123,크린피스,펫앤피플 일반용 삼푸,L,2011-12-14,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0124,크린피스,펫앤피플 컨디셔닝 린스,L,2011-12-14,KC20300B131,린스,개/강아지/고양이
200294-A-0003,메디텍,유로솔 AD3E,L,2011-12-14,HB83001B132,비타민 A/D3/E,소/돼지/닭
100115-A-0055,이엘티사이언스,메타포스,L,2011-11-30,HZ22101B131,비타민공급약,개/강아지/고양이
100033-A-0022,코미팜,코미씨20,L,2011-11-25,HB13101B151,비타민 C,소/닭/돼지/오리/칠면조
100033-A-0023,코미팜,살모가드액,L,2011-11-25,MA40301B131,프로피온산+개미산,소/돼지/닭
200014-A-0005,고려비엔피,파마귤레이터,L,2011-11-25,HZ22201B122,광물질공급약,닭/돼지
200209-A-0023,디앤제이,"퍼펙트 코트 벼룩,진드기 샴푸 애견용",L,2011-11-23,KC20100B122,세척용샴푸,개/강아지
200294-A-0002,메디텍,메디스타트,L,2011-11-23,HZ21001B132,전해질교정약,소/돼지/닭
100016-A-0038,삼우메디안,프로박스-S,KG,2011-11-22,DA22102A231,바실러스코아귤란스,소/돼지/닭
100014-A-0030,성원,퍼틸리,KG,2011-11-18,HZ22901A131,기타영양공급약,소/돼지/닭
200053-A-0086,이글벳,누티 멜론 샴푸,L,2011-11-16,KC20100B132,세척용샴푸,개/강아지/고양이
200053-A-0087,이글벳,누티 바닐라 쿠키 샴푸,L,2011-11-16,KC20100B132,세척용샴푸,개/강아지/고양이
200053-A-0088,이글벳,누티 벚꽃 샴푸,L,2011-11-16,KC20100B132,세척용샴푸,개/강아지/고양이
200053-A-0089,이글벳,누티 스위트피 바닐라 샴푸,L,2011-11-16,KC20100B132,세척용샴푸,개/강아지/고양이
200053-A-0090,이글벳,누티 코코넛 라임 샴푸,L,2011-11-16,KC20100B122,세척용샴푸,개/강아지
200053-A-0091,이글벳,누티 멜론 스프레이,L,2011-11-16,KC80003B122,애완동물악취제거제,개/강아지
200053-A-0092,이글벳,누티 바닐라 쿠키 스프레이,L,2011-11-16,KC80003B132,애완동물악취제거제,개/강아지/고양이
200053-A-0093,이글벳,누티 벚꽃 스프레이,L,2011-11-16,KC80003B132,애완동물악취제거제,개/강아지/고양이
200053-A-0094,이글벳,누티 스위트피 바닐라 스프레이,L,2011-11-16,KC80003B132,애완동물악취제거제,개/강아지/고양이
200053-A-0095,이글벳,누티 코코넛 라임 스프레이,L,2011-11-16,KC80003B132,애완동물악취제거제,개/강아지/고양이
100022-A-0010,퓨오바이더스,디자임-B,KG,2011-11-08,DB10329E111,크실란분해효소+단백질분해효소+피타아제,닭
100022-A-0011,퓨오바이더스,디자임-G,L,2011-11-08,DB10328A111,크실란분해효소+섬유분해효소+베타글루카곤분해효소,돼지
100022-A-0012,퓨오바이더스,디자임-L,KG,2011-11-08,DB10328E111,크실란분해효소+섬유분해효소+베타글루카곤분해효소,닭
100022-A-0013,퓨오바이더스,디자임-P,KG,2011-11-08,DB10328E111,크실란분해효소+섬유분해효소+베타글루카곤분해효소,돼지
200022-A-0620,한국동물약품공업협동조합,먼고앤머드쁘띠아몬드도그코롱,L,2011-11-08,KC80001B122,애완동물용향수,개/강아지
200022-A-0621,한국동물약품공업협동조합,먼고앤머드쁘띠아몬드도그샴푸,L,2011-11-08,KC20100B122,세척용샴푸,개/강아지
200294-A-0001,메디텍,메디칼 플러스,L,2011-11-08,HZ22201B112,광물질공급약,닭
100114-A-0114,로쎄앙,베지터블 펫 샴푸&린스 쟈스민향,KG,2011-11-01,KC20100L121,세척용샴푸,개/강아지
100114-A-0115,로쎄앙,베지터블 펫 오가닉 샴푸 AND 린스 (라벤더),L,2011-11-01,KC20100L121,세척용샴푸,개/강아지
100020-A-0006,이글벳,비타폴트-M,KG,2011-10-31,HZ22901A231,기타영양공급약,소/돼지/닭
100033-A-0021,코미팜,코미 칼시 빗 (수출용),KG,2011-10-27,HZ22901A151,기타영양공급약,돼지/소/닭/면양/칠면조
200022-A-0609,한국동물약품공업협동조합,바이오강스황색/금색모발용샴푸,L,2011-10-27,KC20100B122,세척용샴푸,개/강아지
200022-A-0610,한국동물약품공업협동조합,화이젼 얼룩 및 탈취 솔루션,KG,2011-10-27,KC80003F132,애완동물악취제거제,강아지/개/고양이
200022-A-0608,한국동물약품공업협동조합,바이오강스덴티프레쉬,L,2011-10-26,KC10001B132,구중청량제,강아지/개/고양이
100095-A-0121,크린피스,펫앤피플 어린애견용 삼푸린스,L,2011-10-25,KC20100B131,세척용샴푸,개/강아지/고양이
100095-A-0122,크린피스,펫앤피플 하얀애견용 삼푸린스,L,2011-10-25,KC20100B131,세척용샴푸,개/강아지/고양이
200022-A-0592,한국동물약품공업협동조합,바이오강스투인원샴푸린스,L,2011-10-25,KC20100B122,세척용샴푸,강아지/개
200022-A-0593,한국동물약품공업협동조합,바이오강스마이캣샴푸,L,2011-10-25,KC20100B112,세척용샴푸,고양이
200022-A-0594,한국동물약품공업협동조합,바이오강스롱코트샴푸,L,2011-10-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0595,한국동물약품공업협동조합,바이오강스마이퍼피샴푸,L,2011-10-25,KC20100B122,세척용샴푸,강아지/개
200022-A-0596,한국동물약품공업협동조합,바이오강스프로틴플러스샴푸,L,2011-10-25,KC20100B122,세척용샴푸,강아지/개
200022-A-0597,한국동물약품공업협동조합,바이오강스오더컨트롤샴푸,L,2011-10-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0598,한국동물약품공업협동조합,바이오강스뉴트리리페어샴푸,L,2011-10-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0599,한국동물약품공업협동조합,바이오강스플리어웨이(해충기피)고양이샴푸,L,2011-10-25,KC20100B112,세척용샴푸,고양이
200022-A-0600,한국동물약품공업협동조합,바이오강스플리어웨이(해충기피)애견샴푸,L,2011-10-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0601,한국동물약품공업협동조합,바이오강스테리어시크릿샴푸,L,2011-10-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0602,한국동물약품공업협동조합,바이오강스다크블랙샴푸,L,2011-10-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0603,한국동물약품공업협동조합,바이오강스화이트스노우샴푸,L,2011-10-25,KC20100B122,세척용샴푸,개/강아지
200022-A-0604,한국동물약품공업협동조합,바이오강스엑스트라볼륨컨디셔너,L,2011-10-25,KC20300B132,린스,개/강아지/고양이
200022-A-0605,한국동물약품공업협동조합,바이오강스글리스헤어컨디셔너,L,2011-10-25,KC20300B132,린스,개/강아지/고양이
